NOMBRE CIENTÍFICO;NOMBRE COMÚN;REINO;"ENDÉMICA
respecto de Chile
 
-- = No presente en Chile

? = dudoso";"DISTRIBUCIÓN REGIONES:
ANT= ANTARTICA
DV= DESVENTURADAS
IP= ISLA DE PASCUA
JF= Arch. JUAN FERNÁNDEZ
SG= SALAS Y GOMEZ
? = Sin datos o de presencia dudosa o requiere confirmación";Arica y Parinacota;Tarapacá;Antofagasta;Atacama;Coquimbo;Valparaíso continental;Metropolitana;O'higgins;Maule;Ñuble;Bío-Bío;Araucanía;De Los Ríos;De Los Lagos;Aysén;Magallanes continental e insular;Antártica;Isla Pascua;Salas y Gómez;Juan Fernandez;Desventuradas;"CATEGORÍA VIGENTE:
CR = En peligro crítico
DD = Datos insuficientes
EN = En Peligro
EW= Extinta en estado silvestre
EX = Extinta
LC = Preocupación menor
NT = Casi amenazada
R  = Rara
VU = Vulnerable";"ID
Inven
tario
Na
cio
nal";
Dendroseris berteroana;col de Juan Fernández;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;278;
Dendroseris gigantea;colecillo, col de Juan Fernández;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Dendroseris litoralis;col de Juan Fernández;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;280;
Dendroseris macrantha;colecillo;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;281;
Dendroseris macrophylla;colecillo, col de Juan Fernández;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Dendroseris marginata;colecillo;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;283;
Dendroseris micrantha;colecillo, col de Juan Fernández;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Dendroseris neriifolia;colecillo, col de Juan Fernández;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Dendroseris pinnata;col de Juan Fernández;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;286;
Dendroseris pruinata;col de Juan Fernández;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;287;
Dendroseris regia;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;288;
Dennstaedtia glauca;;Plantae;NO;V-VII;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Dermochelys coriacea;tortuga laúd, baula;Animalia;NO;XV-V, VI-XII, IP?, JF?, SG?, DV?;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;sd;sd;sd;sd;CR;668;
Dermocybe nahuelbutensis;hongo;Fungi;SI;XVI-XIV, VII?, X?;0;0;0;0;0;0;0;0;sd;1;1;1;1;sd;0;0;0;0;0;0;0;NT;;
Descolea antarctica;hongo;Fungi;NO;RM-XII;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Desmodus rotundus;murciélago vampiro, piuchén, piguchén, vampiro de azapa, common vampire bat (inglés);Animalia;NO;XV-V ;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;739;
Desmophyllum dianthus;coral de piedra;Animalia;NO;X-XII, JF;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;NT;1197;
Deuterocohnia chrysantha;chaguar del jote;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU-R;246;
Dicksonia berteroana;dicksonia;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;289;
Dicksonia externa;dicksonia;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;VU;290;
Dicliptera paposana;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;84;
Diomedea antipodensis;"albatros de las antípodas
";Animalia;No;XV-V, VI-X, JF;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;EN;;
Diomedea epomophora;albatros real del sur;Animalia;No;IV-XII, ANT;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;VU;;
Diomedea exulans ;albatros errante, albatros viajero;Animalia;No;II-V, VI-XII, ANT, JF;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;VU;;
Diomedea sanfordi;albatros real del norte;Animalia;No;I-V, VI-XII;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;EN;;
Dioscorea longipes;;Plantae;SI;VII-IX;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;VU;5409;
Diplazium fuenzalidae;;Plantae;SI;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;CR;422;
Diplolaemus bibronii;cabezón de Bibron;Animalia;NO;XI, XII?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;sd;0;0;0;0;0;VU;830;
Diplolaemus darwinii;cabezón de Darwin;Animalia;NO;XI?, XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;sd;1;0;0;0;0;0;VU;831;
Diplolaemus sexcinctus;cabezón leopardino;Animalia;NO;XVI-IX;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;NT;832;
Diplomystes camposensis;tollo;Animalia;SI;IX-XIV;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;EN;171;
Diplomystes chilensis;tollo de agua dulce;Animalia;SI;V-VI ;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;171;
Diplomystes nahuelbutaensis;tollo ;Animalia;SI;VIII-IX;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;EN;173;
Diplostephium cinereum;koba hembra, koya, koa;Plantae;NO;XV, I?;1;sd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;8195;
Dischitus penai;bombílido de Peña;Animalia;NO;I-II;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DD;8267;
Distichia filamentosa ;;Plantae;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Doodia paschalis;;Plantae;SI;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;CR;423;
Drimys confertifolia;canelo de Juan Fernández;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;;
Drimys winteri;canelo, boique, voigue, fuñe, choól;Plantae;NO;IV-XII;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;"EN (XV-VI); LC (VII-XII)";2752;
Dromiciops gliroides;monito del monte;Animalia;NO;VII-XI;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;NT;2737;
Dryopteris karwinskyana;;Plantae;NO;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;VU;424;
Dysopsis hirsuta; ;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;1100;
Echinopsis bolligeriana;quisco de los acantilados;Plantae;SI;VI;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;85;
Echinopsis ferox;cactus;Plantae;NO;I;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;86;
Echinopsis glauca;cactus;Plantae;SI;XV, I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EX;247;
Ectinogonia barrigai;balita de Barriga, bupréstido de Barriga;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Ectinogonia chalyboeiventris;balita (genérico), bupréstido (genérico);Animalia;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Ectinogonia speciosa;balita, balita de oro, catita de oro, silbador;Animalia;SI;IV?, V-VI, VII?;0;0;0;0;sd;1;1;1;sd;0;0;0;0;0;0;0;0;0;0;0;0;NT;8234;
Elaphoglossum fonki;;Plantae;SI;XIV-X;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;VU;;
Elaphoglossum gayanum;;Plantae;NO;IX-XI;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;NT;433;
Elaphoglossum lindenii;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;437;
Elaphoglossum porteri;;Plantae;NO;X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;VU;435;
Elaphoglossum skottsbergii;;Plantae;SI;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;CR;436;
Elasmoderus minutus;langosta diminuta;Animalia;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2757;
Eleginops maclovinus;róbalo;Animalia;NO;V-XII;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;823;
Eligmodontia puerulus;lauchita de pie sedoso, ratita de pie sedoso del norte, ratón de pie sedoso, laucha colilarga, laucha de la puna;Animalia;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;778;
Enicognathus leptorhynchus;choroy;Animalia;SI;VII-XI;0;0;0;0;0;0;0;sd;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;730;
Enodisomacris curtipennis;"langosta de alas cortas; langosta de Ureta; langosta de Lila; langosta de La Chimba
";Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Entoloma necopinatum;hongo;Fungi;NO;VIII-IX, X, XIV?;0;0;0;0;0;0;0;0;0;0;1;1;sd;1;0;0;0;0;0;0;0;VU;;
Entomochilus wilsoni;tenebrio de Wilson, teatino de Wilson;Animalia;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Ephedra trifurcata;pingo pingo;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EX;;
Equisetum giganteum;cola de caballo, yerba del platero;Plantae;NO;XV-X;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;LC;438;
Eragrostis kuschelii;;Plantae;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CR;8268;
Eragrostis pycnantha;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;2840;
Eretmochelys imbricata;Tortuga carey;Animalia;NO;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;CR;8269;
Erichius franzae;borrachito;Animalia;SI;VIII-IX;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;VU;2766;
Erichius virgatus;borrachito de Tolhuaca, borrachito listado de Tolhuaca;Animalia;SI;VIII-IX;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;EN;5411;
Erigeron fernandezianus;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;VU;292;
Erigeron ingae;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;293;
Erigeron luteoviridis;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;294;
Erigeron rupicola;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;295;
Erioderma leylandii;liquen;Fungi;NO;VIII, X-XII;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;LC;;
Erioderma sorediatum;liquen;Fungi;NO;X-XI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;LC;;
Eriosyce aspillagae;;Plantae;SI;VI;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;2841;
Eriosyce aurata;Sandillón, asiento de la suegra;Plantae;SI;III-RM;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;439;
Eriosyce chilensis; ;Plantae;SI;IV-V;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Eriosyce coimasensis;quisquito rosado de Las Coimas;Plantae;Si;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Eriosyce crispa; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Eriosyce curvispina;;Plantae;SI;III?, IV-VII;0;0;0;sd;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Eriosyce esmeraldana; ;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Eriosyce heinrichiana;;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;522;
Eriosyce laui;cactus;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;88;
Eriosyce megacarpa;sandillón de los ratones;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;440;
Eriosyce napina;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;2843;
Eriosyce occulta; ;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Eriosyce recondita; ;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Eriosyce rodentiophila; ;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;441;
Eriosyce sociabilis; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Eriosyce subgibbosa;;Plantae;SI;IV-VIII;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;LC;2844;
Errina antarctica;hidrocoral;Animalia;NO;X-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;"VU [Ecotipo aguas someras]; DD [Ecotipo aguas profundas]";5412;
Eryngium bupleuroides;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;973;
Eryngium fernandezianum;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;974;
Eryngium inaccessum;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;975;
Eryngium macracanthum;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Eryngium sarcophyllum;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EX;976;
Erythranthe depressa;placa, berro;Plantae;Si;II-V;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Escallonia callcottiae;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;VU;977;
Euathlus affinis;tarántula afín de Santiago;Animalia;Si;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Euathlus antai;araña pollito, tarántula;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;8270;
Euathlus atacama;araña pollito, tarántula;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;8271;
Euathlus condorito;araña pollito, tarántula;Animalia;SI;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;8272;
Euathlus manicata;araña pollito, tarántula;Animalia;SI;VI-VIII;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;NT;8273;
Euathlus parvulus;tarántula enana, araña pollito;Animalia;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Euathlus truculentus;tarántula de patas azules, araña pollito;Animalia;No;IV-V;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Eubalaena australis;ballena franca austral;Animalia;NO;XV-V, VI-XII;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;EN;159;
Eucryphia glutinosa;guindo santo, ñire, ñirre;Plantae;SI;VII-IX;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;VU;443;
Eudromia elegans;perdiz copetona o Martineta;Animalia;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;EN;734;
Eudyptes chrysocome;pingüino penacho amarillo del sur;Animalia;NO;XI-XII, ANT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;LC;;
Eudyptes chrysolophus;pingüino macaroni;Animalia;NO;XII, ANT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;VU;;
Eulidia yarrellii;picaflor de Arica, estrellita chilena;Animalia;SI;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;6;
Eulychnia acida;copao;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;449;
Eulychnia aricensis;copao de Arica;Plantae;SI;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;89;
Eulychnia breviflora;;Plantae;SI;II-IV;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Eulychnia castanea;;Plantae;SI;IV-V;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;;
Eulychnia iquiquensis;copao de Iquique;Plantae;SI;XV-III;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"EN (I); VU(II-III)";89;
Eulychnia morromorenoensis;copao;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;453;
Eulychnia saint-pieana;copao;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;89;
Euneomys chinchilloides;ratón sedoso chinchilloide;Animalia;NO;RM-XII;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;779;
Euneomys mordax;ratón sedoso nortino;Animalia;NO;RM, VI-VII?, XVI, VIII?, IX;0;0;0;0;0;0;1;sd;sd;1;sd;1;0;0;0;0;0;0;0;0;0;LC;780;
Euneomys petersoni (nombre científico no válido);ratón sedoso de Peterson;Animalia;--;Nombre científico No Válido;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Nombre científico NO válido; sinonimia de Euneomys chinchilloides";;
Euphrasia formosissima;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;978;
Eupsophus altor;rana de hojarasca de Oncol;Animalia;SI;XIV;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;EN;5413;
Eupsophus calcaratus;rana de hojarasca austral;Animalia;NO;XIV-XII;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;LC;656;
Eupsophus contulmoensis;sapo de Contulmo;Animalia;SI;VIII-IX;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;EN;46;
Eupsophus emiliopugini;rana de hojarasca de párpados verdes;Animalia;NO;X-XI;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;LC;657;
Eupsophus insularis;sapo de Isla Mocha;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;EN-R;47;
Eupsophus migueli;sapo de Miguel;Animalia;SI;IX-XIV;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;EN-R;48;
Eupsophus nahuelbutensis;sapo de Nahuelbuta;Animalia;SI;VIII-IX;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;EN-R;49;
Eupsophus roseus;sapo;Animalia;SI;VIII-XIV;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;VU;658;
Eupsophus septentrionalis;ranita de Los Queules;Animalia;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;2845;
Eupsophus vertebralis;sapo;Animalia;NO;IX-XIV;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;VU;659;
Everniopsis trulla;liquen;Fungi;NO;II, IV;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Exallococcus laureliae;cochinilla de fieltro (genérico);Animalia;SI;X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;EN;;
Fagara externa;naranjillo;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Fagara mayu;mayu, naranjillo, palo amarillo;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Falco peregrinus;halcón peregrino;Animalia;NO;XV-XII;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;703;
Falco sparverius fernandenzis;cernícalo de Juan Fernández;Animalia;SI;JF, DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;EN;148;
Famatina maulensis;;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;454;
Feresa attenuata;orca pigmea;Animalia;NO;XV?-V?, IP?, JF?, SG?, DV?;sd;sd;sd;sd;sd;sd;0;0;0;0;0;0;0;0;0;0;0;sd;sd;sd;sd;DD;812;
Fernandezia bulimoides;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;2729;
Fernandezia conifera;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;208;
Fernandezia consimilis;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;209;
Fernandezia cylindrella;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;210;
Fernandezia diaphana;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;211;
Fernandezia expansa;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;212;
Fernandezia inornata;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;213;
Fernandezia longa;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;214;
Fernandezia philippiana;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;215;
Fernandezia splendida;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;216;
Fernandezia tryoni;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;217;
Fernandezia wilsoni;caracol terrestre de Juan Fernández;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;218;
Fitzroya cupressoides;alerce;Plantae;NO;XIV-X;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;EN;249;
Flavoparmelia caperata;liquen;Fungi;NO;XV-XI, IP, JF;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;LC;;
Flavoplaca flavocitrina;liquen;Fungi;NO;RM, XII;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;LC;;
Follmannia orthoclada;liquen;Fungi;SI;I-VIII, JF;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;LC;;
Frankenia vidalii;;Plantae;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;EN;8274;
Fregata minor;ave fragata grande;Animalia;NO;IP, SG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;VU;712;
Fregetta grallaria;golondrina de mar de vientre blanco;Animalia;NO;JF, DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;EN;150;
Frullania weberbaueri;;Plantae;No;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Fulica cornuta;tagua cornuda, polla de agua, pato negro, gallina, soca;Animalia;NO;XV-III;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;705;
Fulica gigantea;tagua gigante;Animalia;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;706;
Galaxias globiceps;puye;Animalia;SI;X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;EN-R;174;
Galaxias maculatus;puye;Animalia;NO;III-XII;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;"VU (XV-VII); LC (XVI-XII)";175;
Galaxias platei;puye;Animalia;NO;XIV-XII;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;LC;176;
Galea musteloides;cuy serrano;Animalia;NO;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;757;
